시설물명,종류,인접도로명,이격거리(px),상세주소,위도,경도
"흑택면행정복지센터","일반건물","중탄로","185","효빈광역시 탄성군 흑택면 흑택리","-32617","29641"
"상가초","일반건물","우택로","112","효빈광역시 안천구 뇌전동(상가동)","-30219","29645"
"승남해수욕장역","지하철역","탄성남북로","84","효빈광역시 탄성군 서목읍 승남리","-40559","29654"
"흑택더샵아파트","일반건물","중탄로","162","효빈광역시 탄성군 흑택면 흑택리","-32383","29662"
"습지중","일반건물","아진로","81","효빈광역시 북구 채산동(아진동)","-26760","29676"
"안천소방서","일반건물","당가로","69","효빈광역시 안천구 당가1동(당가동)","-28876","29682"
"흑택초","일반건물","청엽로","50","효빈광역시 탄성군 흑택면 흑택리","-31941","29688"
"효빈글로벌도시재단","일반건물","뇌전로","131","효빈광역시 안천구 뇌전동(하가동)","-29208","29700"
"버거킹 하가점","일반건물","뇌전로","26","효빈광역시 안천구 뇌전동(하가동)","-29365","29701"
"아진아파트","일반건물","중탄로","128","효빈광역시 북구 채산동(아진동)","-27182","29728"
"효빈농심식품공장","일반건물","고송대로","92","효빈광역시 북구 채산동(아자동)","-26113","29749"
"탄성고","일반건물","탄성중앙로","91","효빈광역시 탄성군 탄성읍 탄성리","-36880","29819"
"하가역","지하철역","중탄로","23","효빈광역시 안천구 뇌전동(하가동)","-29305","29823"
"상가역","지하철역","중탄로","4","효빈광역시 안천구 뇌전동(상가동)","-30410","29829"
"당가역","지하철역","중탄로","35","효빈광역시 안천구 당가1동(당가동)","-28244","29830"
"효빈농생명고","일반건물","중탄로","93","효빈광역시 안천구 뇌전동(하가동)","-29579","29936"
"탄성 호반베르디움 아파트","일반건물","고무로","199","효빈광역시 탄성군 탄성읍 탄성리","-36030","29941"
"흑택고(예정)","일반건물","중탄로","124","효빈광역시 탄성군 흑택면 루비리","-32321","29948"
"lg 이노텍 효빈공장","일반건물","고송대로","145","효빈광역시 북구 채산동(아자동)","-25874","29949"
"신동중","일반건물","중탄로","99","효빈광역시 안천구 뇌전동(하가동)","-29067","29949"
"상가하이더플레이스아파트","일반건물","중탄로","139","효빈광역시 안천구 뇌전동(상가동)","-30077","29976"
"루비공원","일반건물","중탄로","156","효빈광역시 탄성군 흑택면 루비리","-31617","29976"
"흑택더빌아파트","일반건물","중탄로","158","효빈광역시 탄성군 흑택면 루비리","-32073","29980"
"하가주공","일반건물","중탄로","153","효빈광역시 안천구 뇌전동(하가동)","-29742","29994"
"상가도매시장","일반건물","중탄로","162","효빈광역시 안천구 뇌전동(상가동)","-30381","29996"
"승남중","일반건물","승남로","38","효빈광역시 탄성군 서목읍 승남리","-41299","29996"
"루비초","일반건물","청엽로","103","효빈광역시 탄성군 흑택면 루비리","-31788","30000"
"흑택세이빌아파트(2030예정)","일반건물","중탄로","183","효빈광역시 탄성군 흑택면 흑택리","-31286","30007"
"안천중","일반건물","하가로","79","효빈광역시 안천구 뇌전동(하가동)","-29322","30010"
"당안아파트","일반건물","당선로","95","효빈광역시 안천구 당가1동(당가동)","-27981","30015"
"탄성경찰서","일반건물","탄성군청로","84","효빈광역시 탄성군 탄성읍 탄성리","-37026","30021"
"당가삼익아파트","일반건물","중탄로","206","효빈광역시 안천구 당가2동(당가동)","-27398","30034"
"당가현대아파트","일반건물","안당로","108","효빈광역시 안천구 당가1동(당가동)","-28818","30047"
"흑택엘라시티아파트(2027예정)","일반건물","중탄로","220","효빈광역시 탄성군 흑택면 흑택리","-32703","30047"
"승남초","일반건물","승남로","100","효빈광역시 탄성군 서목읍 승남리","-41142","30051"
"탄성우체국","일반건물","탄성군청로","145","효빈광역시 탄성군 탄성읍 탄성리","-36761","30073"
"고소초","일반건물","당가로","112","효빈광역시 안천구 뇌전동(하가동)","-29057","30087"
"당가역행복주택","일반건물","당선로","50","효빈광역시 안천구 당가1동(당가동)","-28132","30121"
"당안역","지하철역","안천북로","10","효빈광역시 안천구 당가2동(당가동)","-27919","30123"
"승남주공아파트","일반건물","탄성남북로","96","효빈광역시 탄성군 서목읍 승남리","-40746","30149"
"당가삼성아파트","일반건물","당선로","258","효빈광역시 안천구 당가1동(당가동)","-28343","30150"
"흑택아이파크아파트(2029예정)","일반건물","루비로","161","효빈광역시 탄성군 흑택면 루비리","-32436","30158"
"당가1동행정복지센터","일반건물","안당로","48","효빈광역시 안천구 당가1동(당가동)","-28663","30163"
"효빈cc","일반건물","중탄로","219","효빈광역시 탄성군 흑택면 명현리","-34651","30171"
"안천코아루아파트","일반건물","하가로","50","효빈광역시 안천구 안천7동(안천동)","-29261","30195"
"안천데시앙아파트","일반건물","하가로","211","효빈광역시 안천구 안천7동(안천동)","-29425","30195"
"흑택더블루아파트(2028예정)","일반건물","루비로","100","효빈광역시 탄성군 흑택면 루비리","-32066","30213"
"당가시영아파트","일반건물","안당로","160","효빈광역시 안천구 당가1동(당가동)","-28562","30226"
"당가초","일반건물","안당로","84","효빈광역시 안천구 당가1동(당가동)","-28822","30275"
"하가금호아파트","일반건물","당가로","118","효빈광역시 안천구 뇌전동(하가동)","-29063","30282"
"당가아쿠아아파트","일반건물","세하로","105","효빈광역시 안천구 당가2동(당가동)","-27831","30311"
"효빈CC","일반건물","중탄로","69","효빈광역시 탄성군 흑택면 명현리","-34704","30316"
"아진아리아아파트","일반건물","효빈외곽순환고속도로","171","효빈광역시 북구 채산동(아진동)","-27219","30374"
"목금공원","일반건물","효빈외곽순환고속도로","157","효빈광역시 북구 채산동(아자동)","-26763","30382"
"흑택아쿠아아파트","일반건물","루비로","68","효빈광역시 탄성군 흑택면 루비리","-32157","30382"
"아이스타워아파트","일반건물","루비로","100","효빈광역시 탄성군 흑택면 루비리","-32387","30418"
"안천삼성아파트1단지","일반건물","포성산로","150","효빈광역시 안천구 안천7동(안천동)","-29428","30427"
"당가중","일반건물","안천로","17","효빈광역시 안천구 당가1동(당가동)","-28409","30428"
"안천7동행정복지센터","일반건물","포성산로","25","효빈광역시 안천구 안천7동(안천동)","-29298","30443"
"승남공원","일반건물","승남로","121","효빈광역시 탄성군 서목읍 승남리","-40954","30452"
"버거킹 당가점","일반건물","세하로","33","효빈광역시 안천구 당가2동(당가동)","-27760","30461"
"탄성 래미안 아파트(2028년예정)","일반건물","고무로","151","효빈광역시 탄성군 탄성읍 탄성리","-35977","30471"
"당가안단테아파트","일반건물","세하로","128","효빈광역시 안천구 당가2동(당가동)","-27599","30488"
"안천삼성아파트2단지","일반건물","당가로","59","효빈광역시 안천구 안천6동(안천동)","-28982","30517"
"탄성읍행정복지센터","일반건물","탄성남북로","70","효빈광역시 탄성군 탄성읍 탄성리","-36448","30528"
"탄성역","지하철역","탄성남북로","44","효빈광역시 탄성군 탄성읍 탄성리","-36335","30535"
"승남더센트럴아파트","일반건물","탄성남북로","102","효빈광역시 탄성군 서목읍 승남리","-40743","30539"
"안천현대아파트","일반건물","안천로","134","효빈광역시 안천구 안천6동(안천동)","-28636","30546"
"안천구영아파트","일반건물","세하로","141","효빈광역시 안천구 당가2동(당가동)","-27868","30549"
"안천초","일반건물","하가로","61","효빈광역시 안천구 안천6동(안천동)","-29230","30568"
"곡진IC","일반건물","효빈외곽순환고속도로","52","효빈광역시 북구 채산동(곡진동)","-25343","30611"
"루비역더샵아파트","일반건물","도변이자로","124","효빈광역시 탄성군 흑택면 루비리","-32865","30659"
"당가아파트","일반건물","세하로","61","효빈광역시 안천구 당가2동(당가동)","-27789","30667"
"당가패션아파트","일반건물","당선로","128","효빈광역시 안천구 당가2동(당가동)","-28003","30667"
"루비타운아파트","일반건물","청엽로","185","효빈광역시 탄성군 흑택면 루비리","-31710","30679"
"화범초","일반건물","포성산로","60","효빈광역시 안천구 안천7동(안천동)","-29449","30686"
"당가북부아파트","일반건물","세하로","235","효빈광역시 안천구 당가2동(당가동)","-27493","30733"
"안천역아파트","일반건물","안천북로","227","효빈광역시 안천구 안천6동(안천동)","-28528","30755"
"안천6동행정복지센터","일반건물","당가로","41","효빈광역시 안천구 안천6동(안천동)","-28951","30756"
"루비역","지하철역","도변이자로","1","효빈광역시 탄성군 흑택면 루비리","-32988","30758"
"안천시영아파트","일반건물","하가로","175","효빈광역시 안천구 안천5동(안천동)","-29264","30846"
"탄성 안브리아 아파트","일반건물","탄성남북로","145","효빈광역시 탄성군 탄성읍 탄성리","-36527","30869"
"메가박스 안천","일반건물","하가로","29","효빈광역시 안천구 안천6동(안천동)","-28941","30908"
"소유초","일반건물","당선로","79","효빈광역시 안천구 당가2동(당가동)","-28058","30909"
"아이스크림공원","일반건물","고나미로","240","효빈광역시 탄성군 흑택면 루비리","-32509","30936"
"탄성 경남아너스빌 아파트","일반건물","효빈공단로","187","효빈광역시 탄성군 탄성읍 탄성리","-36977","30939"
"시택초","일반건물","당가로","72","효빈광역시 안천구 안천5동(안천동)","-29044","30966"
"안천5동행정복지센터","일반건물","포성산로","60","효빈광역시 안천구 안천5동(안천동)","-29604","30992"
"안천두산아파트","일반건물","안당로","121","효빈광역시 안천구 안천6동(안천동)","-28776","31003"
"당가2동행정복지센터","일반건물","세하로","68","효빈광역시 안천구 당가2동(당가동)","-27662","31007"
"당가레인보우아파트","일반건물","세하로","180","효빈광역시 안천구 당가2동(당가동)","-27910","31021"
"루비아파트","일반건물","고나미로","83","효빈광역시 탄성군 흑택면 루비리","-32340","31091"
"루비중","일반건물","고나미로","68","효빈광역시 탄성군 흑택면 루비리","-32802","31111"
"안천역","지하철역","안천북로","94","효빈광역시 안천구 안천1동(안천동)","-28232","31112"
"안천여고","일반건물","포성산로","183","효빈광역시 안천구 백합동","-29814","31121"
"상운아파트","일반건물","탄성남북로","208","효빈광역시 탄성군 서목읍 입리","-40599","31127"
"릴리타운아파트","일반건물","포성산로","189","효빈광역시 안천구 안천5동(안천동)","-29414","31163"
"택류초","일반건물","안당로","114","효빈광역시 안천구 안천5동(안천동)","-29007","31164"
"신동초","일반건물","안천이자로","221","효빈광역시 안천구 안천1동(안천동)","-28578","31168"
"안천롯데아파트","일반건물","당가로","118","효빈광역시 안천구 안천5동(안천동)","-29087","31174"
"택소초","일반건물","안천이자로","52","효빈광역시 안천구 안천1동(안천동)","-28409","31227"
"맥도날드 안천","일반건물","안천이자로","39","효빈광역시 안천구 악부동(무로동)","-28086","31274"
"능천중","일반건물","안천이자로","58","효빈광역시 안천구 악부동(무로동)","-27841","31297"
"무한초","일반건물","효빈공단로","81","효빈광역시 탄성군 탄성읍 탄성리","-37082","31299"
"당가고","일반건물","안천이자로","63","효빈광역시 안천구 당가2동(당가동)","-27668","31302"
"백합공원역","지하철역","포성산로","7","효빈광역시 안천구 백합동","-29724","31326"
"채화초","일반건물","포성산로","80","효빈광역시 안천구 백합동","-29811","31333"
"안천1동행정복지센터","일반건물","안천북로","23","효빈광역시 안천구 안천1동(안천동)","-28361","31346"
"시안아파트","일반건물","서목로","129","효빈광역시 탄성군 서목읍 입리","-41009","31356"
"안천호르아파트","일반건물","안천이자로","152","효빈광역시 안천구 안천2동(안천동)","-28662","31380"
"서목역","지하철역","탄성남북로","66","효빈광역시 탄성군 서목읍 서목리","-40085","31413"
"탄성 아쿠아아파트","일반건물","탄성남북로","126","효빈광역시 탄성군 탄성읍 탄성리","-36545","31425"
"안천주공3단지","일반건물","당가로","179","효빈광역시 안천구 안천4동(안천동)","-29462","31428"
"안천주공1단지","일반건물","당가로","198","효빈광역시 안천구 안천3동(안천동)","-29082","31467"
"안천제일아파트","일반건물","안천북로","54","효빈광역시 안천구 안천1동(안천동)","-28369","31507"
"탄성소방서","일반건물","탄성남북로","122","효빈광역시 탄성군 탄성읍 탄성리","-36302","31508"
"탄성 아이파크 아파트","일반건물","상루로","154","효빈광역시 탄성군 탄성읍 탄성리","-36877","31528"
"제택고","일반건물","포성산로","137","효빈광역시 안천구 백합동","-29990","31545"
"안천주공4단지","일반건물","당가로","143","효빈광역시 안천구 안천4동(안천동)","-29475","31620"
"안천2동행정복지센터","일반건물","안천이자로","9","효빈광역시 안천구 안천2동(안천동)","-28678","31641"
"서목고","일반건물","탄성해안로","117","효빈광역시 탄성군 서목읍 서목리","-39436","31665"
"릴리레이션아파트","일반건물","안천중앙로","183","효빈광역시 안천구 백합동","-30296","31697"
"안천행복주택아파트","일반건물","안천중앙로","171","효빈광역시 안천구 안천4동(안천동)","-29699","31707"
"안천주공2단지","일반건물","안천중앙로","166","효빈광역시 안천구 안천3동(안천동)","-29010","31709"
"맥도날드 탄성 DT","일반건물","탄성남북로","20","효빈광역시 탄성군 탄성읍 탄성리","-36458","31709"
"서목아파트","일반건물","과학로","182","효빈광역시 탄성군 서목읍 서목리","-40181","31738"
"미성초","일반건물","효빈공단로","123","효빈광역시 탄성군 탄성읍 탄성리","-37284","31741"
"제택중","일반건물","안천중앙로","115","효빈광역시 안천구 안천3동(안천동)","-29087","31760"
"nc백화점 안천점","일반건물","안천중앙로","110","효빈광역시 안천구 안천2동(안천동)","-28601","31763"
"탄성초","일반건물","탄성군청로","46","효빈광역시 탄성군 탄성읍 탄성리","-36654","31765"
"안천장미아파트","일반건물","안천중앙로","100","효빈광역시 안천구 안천2동(안천동)","-28441","31773"
"안천고","일반건물","안천중앙로","98","효빈광역시 안천구 악부동(무로동)","-28151","31774"
"탄성상고","일반건물","창전해안로","131","효빈광역시 탄성군 탄성읍 명무리","-37834","31776"
"NC백화점","일반건물","안천중앙로","96","효빈광역시 안천구 안천2동(안천동)","-28602","31777"
"성규초","일반건물","성규로","101","효빈광역시 탄성군 탄성읍 성규리","-39018","31814"
"KFC 안천점","일반건물","안천중앙로","38","효빈광역시 안천구 안천2동(안천동)","-28805","31836"
"NC백화점(남)","일반건물","안천중앙로","4","효빈광역시 안천구 안천3동(안천동)","-28895","31879"
"탄성중","일반건물","탄성군청로","35","효빈광역시 탄성군 탄성읍 탄성리","-36664","31880"
"성공초","일반건물","당가로","34","효빈광역시 안천구 안천4동(안천동)","-29407","31929"
"안천4동행정복지센터","일반건물","안천중앙로","54","효빈광역시 안천구 안천4동(안천동)","-29746","31932"
"탄성더샵아파트","일반건물","상루로","144","효빈광역시 탄성군 탄성읍 탄성리","-36939","31935"
"하화초","일반건물","안천중앙로","70","효빈광역시 안천구 백합동(상점동)","-30601","31951"
"안천세이풀아파트","일반건물","안천중앙로","94","효빈광역시 안천구 안천4동(안천동)","-29668","31971"
"안천세이플아파트","일반건물","안천중앙로","95","효빈광역시 안천구 안천4동(안천동)","-29660","31972"
"안천에일아파트","일반건물","안천중앙로","100","효빈광역시 안천구 안천2동(안천동)","-28475","31973"
"안천부영아파트","일반건물","안천중앙로","99","효빈광역시 안천구 안천3동(안천동)","-28705","31973"
"삽곡대","일반건물","과학로","288","효빈광역시 탄성군 서목읍 입리","-40519","31978"
"삽곡대학교","일반건물","과학로","288","효빈광역시 탄성군 서목읍 입리","-40519","31978"
"안천우체국","일반건물","안천중앙로","110","효빈광역시 안천구 악부동(무로동)","-27893","31981"
"안천구청","일반건물","안천중앙로","122","효빈광역시 안천구 안천3동(안천동)","-29131","31997"
"유우초","일반건물","안천중앙로","130","효빈광역시 안천구 악부동(무로동)","-28060","32001"
"메가박스 탄성","일반건물","효빈공단로","64","효빈광역시 탄성군 탄성읍 미성리","-37224","32016"
"탄성공원","일반건물","탄성남북로","130","효빈광역시 탄성군 탄성읍 공리","-36330","32034"
"안천3동행정복지센터","일반건물","안천이자로","40","효빈광역시 안천구 안천3동(안천동)","-28913","32044"
"성천병원","일반건물","안천중앙로","181","효빈광역시 안천구 백합동(상점동)","-30819","32063"
"버거킹 안천점","일반건물","안천이자로","49","효빈광역시 안천구 안천3동(안천동)","-29040","32115"
"홈플러스 탄성점","일반건물","창전해안로","171","효빈광역시 탄성군 탄성읍 미성리","-37535","32121"
"탄성홈플러스","일반건물","창전해안로","64","효빈광역시 탄성군 탄성읍 미성리","-37642","32145"
"안천아파트","일반건물","안천중앙로","270","효빈광역시 안천구 안천4동(안천동)","-29813","32148"
"말우공원","일반건물","효빈공단로","131","효빈광역시 탄성군 탄성읍 미성리","-37028","32207"
"탄성여중","일반건물","탄성군청로","176","효빈광역시 탄성군 탄성읍 미성리","-36873","32232"
"안천구청아파트","일반건물","안천이자로","196","효빈광역시 안천구 안천3동(안천동)","-29251","32235"
"안천휴먼시아","일반건물","안천북로","193","효빈광역시 안천구 안천2동(안천동)","-28470","32250"
"서목주공2단지","일반건물","창율로","246","효빈광역시 탄성군 서목읍 서목리","-39331","32278"
"팔망성주공","일반건물","안천이자로","162","효빈광역시 안천구 악부동(제택동)","-28897","32319"
"낭화학교","일반건물","세하로","264","효빈광역시 안천구 악부동(무로동)","-28001","32338"
"탄성군청역","지하철역","중탄로","194","효빈광역시 탄성군 탄성읍 공리","-36239","32339"
"팔망성초","일반건물","포성산로","66","효빈광역시 안천구 백합동(상점동)","-30178","32343"
"탄성주공","일반건물","효빈공단로","215","효빈광역시 탄성군 탄성읍 미성리","-36948","32434"
"팔망성역","지하철역","안천이자로","10","효빈광역시 안천구 악부동(팔망성동)","-29139","32448"
"서목초(폐교)","일반건물","과학로","164","효빈광역시 탄성군 서목읍 입리","-40372","32500"
"탄성군청","일반건물","탄성남북로","124","효빈광역시 탄성군 탄성읍 공리","-36383","32507"
"효빈외대","일반건물","안천북로","143","효빈광역시 안천구 악부동(제택동)","-28422","32517"
"미성주공","일반건물","효빈공단로","234","효빈광역시 탄성군 탄성읍 미성리","-37400","32523"
"서목읍행정복지센터","일반건물","안원로","237","효빈광역시 탄성군 서목읍 서목리","-39923","32549"
"팔망성고","일반건물","포성산로","123","효빈광역시 안천구 백합동(상점동)","-30215","32562"
"서목이편한세상아파트","일반건물","창율로","141","효빈광역시 탄성군 서목읍 서목리","-39380","32671"
"팔망성중","일반건물","안천이자로","141","효빈광역시 안천구 악부동(팔망성동)","-29072","32676"
"천옥초","일반건물","안주로","81","효빈광역시 안천구 백합동(상점동)","-30392","32700"
"야진입구역","지하철역","탄성남북로","77","효빈광역시 탄성군 탄성읍 미성리","-37695","32790"
"탄성보건소","일반건물","탄성남북로","110","효빈광역시 탄성군 탄성읍 공리","-36480","32838"
"요우역","지하철역","포성산로","5","효빈광역시 탄성군 도변읍 요우리","-31811","32841"
"안천병원","일반건물","안천북로","140","효빈광역시 안천구 악부동(제택동)","-28422","32848"
"탄성군보건소","일반건물","탄성남북로","67","효빈광역시 탄성군 탄성읍 공리","-36529","32853"
"맥도날드 팔망성DT","일반건물","안천이자로","29","효빈광역시 안천구 악부동(팔망성동)","-29288","32939"
"요우중","일반건물","도변대로","50","효빈광역시 탄성군 도변읍 요우리","-31108","32968"
"요우 서희 스타힐스 아파트","일반건물","요우중앙로","142","효빈광역시 탄성군 도변읍 요우리","-31480","32995"
"팔망성더샵아파트","일반건물","악부로","138","효빈광역시 안천구 악부동(팔망성동)","-28731","33079"
"서목주공아파트","일반건물","안원로","201","효빈광역시 탄성군 서목읍 서목리","-39940","33089"
"내곡아파트","일반건물","악부로","122","효빈광역시 안천구 악부동(팔망성동)","-29095","33095"
"소령초","일반건물","악부로","118","효빈광역시 안천구 악부동(제택동)","-28448","33099"
"요우초","일반건물","청엽로","73","효빈광역시 탄성군 도변읍 요우리","-31982","33115"
"서목초","일반건물","안원로","76","효빈광역시 탄성군 서목읍 서목리","-39600","33131"
"악부동행정복지센터","일반건물","악부로","58","효빈광역시 안천구 악부동","-29717","33158"
"고산1단지","일반건물","창율로","33","효빈광역시 탄성군 서목읍 서목리","-39425","33236"
"서목푸르지오아파트","일반건물","서목로","234","효빈광역시 탄성군 서목읍 서목리","-40274","33279"
"공리공원","일반건물","탄성군청로","193","효빈광역시 탄성군 탄성읍 공리","-36361","33286"
"공리초","일반건물","효빈공단로","182","효빈광역시 탄성군 탄성읍 공리","-37009","33305"
"공리중","일반건물","중탄로","118","효빈광역시 탄성군 탄성읍 공리","-36163","33308"
"팔망성아이파크아파트(2028예정)","일반건물","악부로","102","효빈광역시 안천구 악부동(팔망성동)","-28755","33319"
"브리안아파트","일반건물","악부로","110","효빈광역시 안천구 악부동(팔망성동)","-29122","33327"
"안천도서관","일반건물","악부로","115","효빈광역시 안천구 악부동(제택동)","-28506","33332"
"서목아쿠아1단지","일반건물","안원로","169","효빈광역시 탄성군 서목읍 서목리","-39208","33352"
"요우 호반베르디움 아파트","일반건물","도변대로","230","효빈광역시 탄성군 도변읍 요우리","-31298","33373"
"공리안단테아파트","일반건물","탄성군청로","137","효빈광역시 탄성군 탄성읍 공리","-36691","33383"
"효빈북부준법지원센터","일반건물","세하로","224","효빈광역시 안천구 악부동(타천동)","-27517","33386"
"롯데시네마 도변","일반건물","포성산로","52","효빈광역시 탄성군 도변읍 도변리","-32737","33387"
"애니메이트 탄성점","일반건물","포성산로","29","효빈광역시 탄성군 도변읍 도변리","-32807","33426"
"공리아파트","일반건물","중탄로","229","효빈광역시 탄성군 탄성읍 공리","-36274","33453"
"성택대","일반건물","세하로","206","효빈광역시 안천구 악부동(타천동)","-27947","33496"
"성택대서문","일반건물","세하로","206","효빈광역시 안천구 악부동(타천동)","-27947","33496"
"효빈문화공사","일반건물","악부로","286","효빈광역시 안천구 악부동(팔망성동)","-28959","33503"
"고산2단지","일반건물","창율로","51","효빈광역시 탄성군 서목읍 서목리","-39507","33505"
"도변 아파트","일반건물","언성로","129","효빈광역시 탄성군 도변읍 도변리","-33141","33548"
"수안초","일반건물","언성로","158","효빈광역시 탄성군 도변읍 도변리","-33428","33558"
"도변역","지하철역","포성산로","6","효빈광역시 탄성군 도변읍 도변리","-32990","33568"
"안천구 보건소","일반건물","안천북로","62","효빈광역시 안천구 악부동(팔망성동)","-28351","33589"
"타천역","지하철역","안천북로","18","효빈광역시 안천구 악부동(타천동)","-28271","33591"
"서목아쿠아2단지","일반건물","창율로","210","효빈광역시 탄성군 서목읍 서목리","-39372","33596"
"요우 주공 1단지","일반건물","요우중앙로","200","효빈광역시 탄성군 도변읍 요우리","-31830","33610"
"롯데마트도변점","일반건물","도변이자로","140","효빈광역시 탄성군 도변읍 도변리","-32827","33667"
"도변롯데마트동부","일반건물","도변이자로","140","효빈광역시 탄성군 도변읍 도변리","-32827","33667"
"공리택지지구","일반건물","공리로","27","효빈광역시 탄성군 탄성읍 공리","-36964","33698"
"도변여고","일반건물","도변대로","145","효빈광역시 탄성군 도변읍 요우리","-31221","33723"
"팔망성공원","일반건물","안천이자로","206","효빈광역시 안천구 악부동(팔망성동)","-29216","33746"
"도변여중","일반건물","요우중앙로","213","효빈광역시 탄성군 도변읍 요우리","-31419","33769"
"요우 SK뷰 아파트","일반건물","요우로","82","효빈광역시 탄성군 도변읍 도변리","-32198","33833"
"요우 sk뷰 아파트","일반건물","요우로","82","효빈광역시 탄성군 도변읍 도변리","-32198","33833"
"공리두산위브아파트","일반건물","공리로","139","효빈광역시 탄성군 탄성읍 공리","-36236","33836"
"도변고","일반건물","포성산로","209","효빈광역시 탄성군 도변읍 도변리","-33496","33838"
"도변읍행정복지센터","일반건물","포성산로","53","효빈광역시 탄성군 도변읍 도변리","-33153","33842"
"공리에브리아파트","일반건물","탄성군청로","176","효빈광역시 탄성군 탄성읍 공리","-36730","33881"
"도변초","일반건물","도변이자로","93","효빈광역시 탄성군 도변읍 도변리","-32878","33969"
"남송교회","일반건물","효빈공단로","130","효빈광역시 탄성군 탄성읍 공리","-37191","33989"
"요우 주공2단지","일반건물","도변대로","198","효빈광역시 탄성군 도변읍 요우리","-31281","34007"
"버거킹 탄성점","일반건물","탄성군청로","236","효빈광역시 탄성군 탄성읍 공리","-36790","34016"
"버거킹 도변점","일반건물","도변이자로","68","효빈광역시 탄성군 도변읍 도변리","-33040","34049"
"요우 더샵","일반건물","요우중앙로","216","효빈광역시 탄성군 도변읍 요우리","-31851","34071"
"공리사랑으로부영아파트","일반건물","중탄로","186","효빈광역시 탄성군 탄성읍 공리","-36231","34122"
"야진읍사무소","일반건물","야진로","75","효빈광역시 탄성군 야진읍 야진리","-38504","34147"
"야진읍행정복지센터","일반건물","야진로","87","효빈광역시 탄성군 야진읍 야진리","-38516","34149"
"탄성과학고","일반건물","과학로","147","효빈광역시 탄성군 서목읍 소춘리","-41191","34152"
"도변오투그란데아파트","일반건물","포성산로","276","효빈광역시 탄성군 도변읍 도변리","-33804","34181"
"도변 오투그란데","일반건물","포성산로","276","효빈광역시 탄성군 도변읍 도변리","-33804","34181"
"추자역","지하철역","안천이자로","7","효빈광역시 안천구 이십기동(추자동)","-29421","34292"
"요우 아파트","일반건물","요우중앙로","188","효빈광역시 탄성군 도변읍 요우리","-31827","34343"
"효빈예술대","일반건물","도변대로","93","효빈광역시 탄성군 도변읍 요우리","-31184","34346"
"효빈예대","일반건물","도변대로","93","효빈광역시 탄성군 도변읍 요우리","-31184","34346"
"치고대","일반건물","도변대로","212","효빈광역시 탄성군 도변읍 잠재리","-31311","34665"
"포성산역","지하철역","포성산로","91","효빈광역시 탄성군 도변읍 조일리","-34124","34948"
"이십기동행정복지센터","일반건물","이자로","189","효빈광역시 안천구 이십기동","-29197","35597"
"잠재역","지하철역","도변이자로","9","효빈광역시 탄성군 도변읍 잠재리","-32639","35603"
"창건동행정복지센터","일반건물","이자로","132","효빈광역시 안천구 창건동","-30355","35657"
"이자출장소역","지하철역","안천이자로","9","효빈광역시 안천구 이십기동","-28948","35677"
"잠재중","일반건물","도변이자로","89","효빈광역시 탄성군 도변읍 잠재리","-32670","35818"
"안천구청 이자출장소","일반건물","안천이자로","105","효빈광역시 안천구 이자3동(이자동)","-28780","35828"
"리의래미안아파트","일반건물","이자로","127","효빈광역시 안천구 이십기동(리의동)","-27856","35836"
"이십기사거리","일반건물","안주로","5","효빈광역시 안천구 이십기동","-29337","35850"
"창건삼성아파트","일반건물","도변대로","170","효빈광역시 안천구 창건동","-30957","35892"
"리의초","일반건물","앵내이자로","19","효빈광역시 안천구 이자1동(이자동)","-27487","35898"
"이자여고","일반건물","개추로","109","효빈광역시 안천구 악부동(광상동)","-27190","35904"
"창건초","일반건물","이자로","144","효빈광역시 안천구 창건동","-30444","35919"
"이십기아파트","일반건물","이자로","202","효빈광역시 안천구 이십기동","-29761","36034"
"이십기주공","일반건물","이자로","205","효빈광역시 안천구 이십기동","-29552","36037"
"잠재초","일반건물","도변이자로","141","효빈광역시 탄성군 도변읍 잠재리","-32649","36048"
"창건중","일반건물","언산로","152","효빈광역시 안천구 창건동","-30451","36074"
"창건대우","일반건물","언산로","244","효빈광역시 안천구 창건동","-30055","36101"
"소원IC","일반건물","효빈외곽순환선","26","효빈광역시 탄성군 소원면 윤부리","-25652","36149"
"이자양우내안에아파트","일반건물","앵내이자로","197","효빈광역시 안천구 이자1동(이자동)","-27309","36201"
"이자대라수아파트","일반건물","이자서로","193","효빈광역시 안천구 이자1동(이자동)","-27718","36222"
"이십기대우아파트","일반건물","안주로","212","효빈광역시 안천구 이십기동","-29117","36301"
"리의역","지하철역","안천북로","63","효빈광역시 안천구 이십기동(리의동)","-28302","36405"
"창건현대아파트","일반건물","도변대로","140","효빈광역시 안천구 창건동","-30986","36457"
"소안아파트","일반건물","언산로","92","효빈광역시 안천구 창건동","-30392","36466"
"이십기매영아파트","일반건물","안주로","197","효빈광역시 안천구 이십기동","-29131","36480"
"이자고","일반건물","창건순환로","129","효빈광역시 안천구 이십기동","-29900","36504"
"도정초","일반건물","창건로","166","효빈광역시 안천구 이십기동","-29716","36526"
"리나초","일반건물","안천이자로","228","효빈광역시 안천구 이자3동(탄자동)","-29071","36549"
"코스트코 이자점","일반건물","개추로","136","효빈광역시 안천구 이자1동(신동)","-26944","36580"
"이자우리아파트","일반건물","안천북로","122","효빈광역시 안천구 이자3동(이자동)","-28485","36610"
"이자경남아너스빌아파트","일반건물","이자서로","257","효빈광역시 안천구 이자1동(이자동)","-27891","36680"
